"CurrencyIsoCode","IsActive","IsDerived","UnitPrice","Product2Id","ProductSellingModelId","Pricebook2Id","Errors"
"USD","true","false","9200","01tg700000nfFdHAAU","0jPg70000005HoEEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","12500","01tg700000nfFdIAAU","0jPg70000005HoEEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","8800","01tg700000nfFdJAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","10500","01tg700000nfFdKAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","4400","01tg700000nfFdLAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","16000","01tg700000nfFdMAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","5800","01tg700000nfFdNAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","2950","01tg700000nfFdOAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","1250","01tg700000nfFdPAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","3650","01tg700000nfFdQAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","7800","01tg700000nfFdRAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","12500","01tg700000nfFdSAAU","0jPg70000005HoGEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","1650","01tg700000nfFdTAAU","0jPg70000005HoDEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","17500","01tg700000nfFdTAAU","0jPg70000005HoEEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","2450","01tg700000nfFdUAAU","0jPg70000005HoDEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","26000","01tg700000nfFdUAAU","0jPg70000005HoEEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","499","01tg700000piRf3AAE","0jPg70000005HoDEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
"USD","true","false","4999","01tg700000piRf3AAE","0jPg70000005HoEEAU","01sg7000001cTy5AAE","This price definition already exists in this price book"
